STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,cpatc,Cooperative patent classification,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2007,,0.56,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2008,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2009,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2010,,1,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2011,,0.67,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2012,,0.17,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2013,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2014,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2015,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2016,,2.16,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2017,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2018,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2019,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HR,Croatia,2020,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2000,,0.95,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2001,,0.5,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2002,,0.08,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2003,,3.78,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2004,,3.74,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2005,,1,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2006,,6.07,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2007,,1.41,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2008,,3.45,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2009,,1.69,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2010,,6.32,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2011,,4.57,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2012,,3.4,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2013,,1.25,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2014,,2.9,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2015,,2.33,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2016,,3.16,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2017,,1,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2018,,2,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2019,,3,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,HU,Hungary,2020,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2000,,4.19,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2001,,2.47,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2002,,5.85,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2003,,4.42,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2004,,2.44,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2005,,0.5,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2006,,1.75,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2007,,2.36,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2008,,5.15,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2009,,3.33,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2010,,2.09,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2011,,3.75,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2012,,1.4,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2013,,2.46,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2014,,3.86,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2015,,1.45,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2016,,4.93,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2017,,3.75,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2018,,1.87,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2019,,5.42,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IE,Ireland,2020,,3.83,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IT,Italy,2000,,10.69,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IT,Italy,2001,,11.98,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IT,Italy,2002,,11.48,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,NR,Number,IT,Italy,2003,,13.24,,,,,
